word,lemma_old,POS_old,IC_old,English,Animate,Innapropriate,Derivational,Potentially_Use,Other_POS,Span_Dic_Freq,Verb_Frequency,Adj_Frequency,Other_Freq,Regional_Use,Regional_dont_use,Use,log_freq,stim_list,lemma_new,POS_new,IC_new
guainito,,,,,,,,,,,,,,,,,,,guainito,n,nc_o
guaino,,,,,,,,,,,,,,,,,,,guaino,n,nc_o
guaira,,,,,,,,,,,,,,,,0,,,guaira,nfs,nc_a
guaireÃ±a,,,,,,,,,,,,,,,,0,,,guaireÃ±a,nfs,nc_a
guaireÃ±o,,,,,,,,,,,,,,,,0,,,guaireÃ±o,nms,nc_o
guairo,,,,,,,,,,,,,,,,0,,,guairo,nms,nc_o
guaja,,,,,,,,,,,,,,,,,,,guaja,nms,nc_a
guajiba,,,,,,,,,,,,,,,,0,,,guajiba,nfs,nc_a
guajibo,,,,,,,,,,,,,,,,0,,,guajibo,nms,nc_o
guajirita,,,,,,,,,,,,,,,,,,,guajirita,n,nc_a
guajirito,,,,,,,,,,,,,,,,,,,guajirito,n,nc_o
guajo,,,,,,,,,,,,,,,,,,,guajo,n,nc_o
guakamaya,,,,,,,,,,,,,,,,,,,guakamaya,n,nc_a
guakamayo,,,,,,,,,,,,,,,,,,,guakamayo,n,nc_o
gualda,,,,,,,,,,,,,,,,,,,gualda,nfs,nc_a
gualdo,,,,,,,,,,,,,,,,,,,gualdo,n,nc_o
gualla,,,,,,,,,,,,,,,,,,,gualla,n,nc_a
guallo,,,,,,,,,,,,,,,,,,,guallo,n,nc_o
guama,,,,,,,,,,,,,,,,0,,,guama,nfs,nc_a
guamacha,,,,,,,,,,,,,,,,,,,guamacha,n,nc_a
guamacho,,,,,,,,,,,,,,,,,,,guamacho,n,nc_o
guambrita,,,,,,,,,,,,,,,,,,,guambrita,n,nc_a
guambrito,,,,,,,,,,,,,,,,,,,guambrito,n,nc_o
guamo,,,,,,,,,,,,,,,,0,,,guamo,nms,nc_o
guana,,,,,,,,,,,,,,,,,,,guana,n,nc_a
guanaba,,,,,,,,,,,,,,,,,,,guanaba,n,nc_a
guanabana,,,,,,,,,,,,,,,,,,,guanabana,n,nc_a
guanabano,,,,,,,,,,,,,,,,,,,guanabano,n,nc_o
guanabo,,,,,,,,,,,,,,,,,,,guanabo,n,nc_o
guanaca,,,,,,,,,,,,,,,,,,,guanaca,n,nc_a
guanaco,,,,,,,,,,,,,,,,,,,guanaco,nms,nc_o
guanaja,,,,,,,,,,,,,,,,0,,,guanaja,nfs,nc_a
guanajo,,,,,,,,,,,,,,,,0,,,guanajo,nms,nc_o
guancha,,,,,,,,,,,,,,,,,,,guancha,n,nc_a
guancho,,,,,,,,,,,,,,,,,,,guancho,n,nc_o
guanga,,,,,,,,,,,,,,,,,,,guanga,n,nc_a
guango,,,,,,,,,,,,,,,,,,,guango,nms,nc_o
guano,,,,,,,,,,,,,,,,,,,guano,nms,nc_o
guantera,,,,,,,,,,,,,,,,0,,,guantera,nfs,nc_a
guantero,,,,,,,,,,,,,,,,0,,,guantero,nms,nc_o
guao,,,,,,,,,,,,,,,,,,,guao,nms,nc_o
guapacha,,,,,,,,,,,,,,,,,,,guapacha,n,nc_a
guapacho,,,,,,,,,,,,,,,,,,,guapacho,n,nc_o
guapachosa,,,,,,,,,,,,,,,,,,,guapachosa,n,nc_a
guapachoso,,,,,,,,,,,,,,,,,,,guapachoso,n,nc_o
guapanga,,,,,,,,,,,,,,,,,,,guapanga,n,nc_a
guapango,,,,,,,,,,,,,,,,,,,guapango,n,nc_o
guapaza,,,,,,,,,,,,,,,,,,,guapaza,n,nc_a
guapazo,,,,,,,,,,,,,,,,,,,guapazo,n,nc_o
guaperrima,,,,,,,,,,,,,,,,,,,guaperrima,n,nc_a
guaperrimo,,,,,,,,,,,,,,,,,,,guaperrimo,n,nc_o
guapicima,,,,,,,,,,,,,,,,,,,guapicima,n,nc_a
guapicimo,,,,,,,,,,,,,,,,,,,guapicimo,n,nc_o
guapiiiisima,,,,,,,,,,,,,,,,,,,guapiiiisima,n,nc_a
guapiiiisimo,,,,,,,,,,,,,,,,,,,guapiiiisimo,n,nc_o
guapilla,,,,,,,,,,,,,,,,,,,guapilla,n,nc_a
guapillo,,,,,,,,,,,,,,,,,,,guapillo,n,nc_o
guapireÃ±a,,,,,,,,,,,,,,,,,,,guapireÃ±a,n,nc_a
guapireÃ±o,,,,,,,,,,,,,,,,,,,guapireÃ±o,n,nc_o
guapisima,,,,,,,,,,,,,,,,,,,guapisima,n,nc_a
guapisimo,,,,,,,,,,,,,,,,,,,guapisimo,n,nc_o
guapisisma,,,,,,,,,,,,,,,,,,,guapisisma,n,nc_a
guapisismo,,,,,,,,,,,,,,,,,,,guapisismo,n,nc_o
guapisÃ¬ma,,,,,,,,,,,,,,,,,,,guapisÃ¬ma,n,nc_a
guapisÃ¬mo,,,,,,,,,,,,,,,,,,,guapisÃ¬mo,n,nc_o
guapita,,,,,,,,,,,,,,,,,,,guapita,n,nc_a
guapito,,,,,,,,,,,,,,,,,,,guapito,n,nc_o
guapÃ­sma,,,,,,,,,,,,,,,,,,,guapÃ­sma,n,nc_a
guapÃ­smo,,,,,,,,,,,,,,,,,,,guapÃ­smo,n,nc_o
guara,,,,,,,,,,,,,,,,,,,guara,n,nc_a
guaracha,,,,,,,,,,,,,,,,0,,,guaracha,nfs,nc_a
guaracho,,,,,,,,,,,,,,,,,,,guaracho,n,nc_o
guarada,,,,,,,,,,,,,,,,,,,guarada,n,nc_a
guarado,,,,,,,,,,,,,,,,,,,guarado,n,nc_o
guaragua,,,,,,,,,,,,,,,,0,,,guaragua,nfs,nc_a
guaraguo,,,,,,,,,,,,,,,,,,,guaraguo,n,nc_o
guarapita,,,,,,,,,,,,,,,,,,,guarapita,n,nc_a
guarapito,,,,,,,,,,,,,,,,,,,guarapito,n,nc_o
guaratara,,,,,,,,,,,,,,,,,,,guaratara,n,nc_a
guarataro,,,,,,,,,,,,,,,,,,,guarataro,n,nc_o
guaraya,,,,,,,,,,,,,,,,,,,guaraya,n,nc_a
guarayo,,,,,,,,,,,,,,,,,,,guarayo,n,nc_o
guardabarranca,,,,,,,,,,,,,,,,,,,guardabarranca,n,nc_a
guardabarranco,,,,,,,,,,,,,,,,,,,guardabarranco,n,nc_o
guardadita,,,,,,,,,,,,,,,,,,,guardadita,n,nc_a
guardadito,,,,,,,,,,,,,,,,,,,guardadito,n,nc_o
guardadla,,,,,,,,,,,,,,,,,,,guardadla,n,nc_a
guardadlo,,,,,,,,,,,,,,,,,,,guardadlo,n,nc_o
guardala,,,,,,,,,,,,,,,,,,,guardala,n,nc_a
guardalo,,,,,,,,,,,,,,,,,,,guardalo,n,nc_o
guardara,,,,,,,,,,,,,,,,,,,guardara,n,nc_a
guardaro,,,,,,,,,,,,,,,,,,,guardaro,n,nc_o
guardela,,,,,,,,,,,,,,,,,,,guardela,n,nc_a
guardelo,,,,,,,,,,,,,,,,,,,guardelo,n,nc_o
guardenla,,,,,,,,,,,,,,,,,,,guardenla,n,nc_a
guardenlo,,,,,,,,,,,,,,,,,,,guardenlo,n,nc_o
guarderia,,,,,,,,,,,,,,,,,,,guarderÃ­a,n,nc_a
guarderio,,,,,,,,,,,,,,,,,,,guarderio,n,nc_o
guarderÃ­a,,,,,,,,,,,,,,,,,,,guarderÃ­a,nfs,nc_a
guarderÃ­o,,,,,,,,,,,,,,,,,,,guarderÃ­o,n,nc_o
guarela,,,,,,,,,,,,,,,,,,,guarela,n,nc_a
guarelo,,,,,,,,,,,,,,,,,,,guarelo,n,nc_o
guaria,,,,,,,,,,,,,,,,,,,guaria,nfs,nc_a
guaricha,,,,,,,,,,,,,,,,,,,guaricha,nfs,nc_a
guaricho,,,,,,,,,,,,,,,,,,,guaricho,n,nc_o
guarijÃ­a,,,,,,,,,,,,,,,,,,,guarijÃ­a,n,nc_a
guarijÃ­o,,,,,,,,,,,,,,,,,,,guarijÃ­o,n,nc_o
guario,,,,,,,,,,,,,,,,,,,guario,n,nc_o
guariqueÃ±a,,,,,,,,,,,,,,,,,,,guariqueÃ±a,nfs,nc_a
guariqueÃ±o,,,,,,,,,,,,,,,,,,,guariqueÃ±o,nms,nc_o
guarita,,,,,,,,,,,,,,,,,,,guarita,n,nc_a
guarito,,,,,,,,,,,,,,,,,,,guarito,n,nc_o
guaro,,,,,,,,,,,,,,,,,,,guaro,nms,nc_o
guarra,,,,,,,,,,,,,,,,0,,,guarra,nfs,nc_a
guarraza,,,,,,,,,,,,,,,,,,,guarraza,n,nc_a
guarrazo,,,,,,,,,,,,,,,,,,,guarrazo,nms,nc_o
guarrilla,,,,,,,,,,,,,,,,,,,guarrilla,nfs,nc_a
guarrillo,,,,,,,,,,,,,,,,,,,guarrillo,n,nc_o
guarrindonguilla,,,,,,,,,,,,,,,,,,,guarrindonguilla,n,nc_a
guarrindonguillo,,,,,,,,,,,,,,,,,,,guarrindonguillo,n,nc_o
guarrita,,,,,,,,,,,,,,,,,,,guarrita,n,nc_a
guarrito,,,,,,,,,,,,,,,,,,,guarrito,n,nc_o
guarro,,,,,,,,,,,,,,,,0,,,guarro,nms,nc_o
guarÂ­da,,,,,,,,,,,,,,,,,,,guarÂ­da,n,nc_a
guarÂ­do,,,,,,,,,,,,,,,,,,,guarÂ­do,n,nc_o
guasa,,,,,,,,,,,,,,,,0,,,guasa,nfs,nc_a
guasanga,,,,,,,,,,,,,,,,,,,guasanga,nfs,nc_a
guasango,,,,,,,,,,,,,,,,,,,guasango,n,nc_o
guasca,,,,,,,,,,,,,,,,,,,guasca,nfs,nc_a
guasco,,,,,,,,,,,,,,,,,,,guasco,n,nc_o
guasima,,,,,,,,,,,,,,,,,,,guasima,n,nc_a
guasimo,,,,,,,,,,,,,,,,,,,guasimo,n,nc_o
guaso,,,,,,,,,,,,,,,,0,,,guaso,nms,nc_o
guata,,,,,,,,,,,,,,,,0,,,guata,nfs,nc_a
guataca,,,,,,,,,,,,,,,,,,,guataca,nms,nc_a
guataco,,,,,,,,,,,,,,,,,,,guataco,n,nc_o
guataquea,,,,,,,,,,,,,,,,,,,guataquea,n,nc_a
guataqueo,,,,,,,,,,,,,,,,,,,guataqueo,n,nc_o
guataza,,,,,,,,,,,,,,,,,,,guataza,n,nc_a
guatazo,,,,,,,,,,,,,,,,,,,guatazo,nms,nc_o
guatemala,,,,,,,,,,,,,,,,,,,guatemala,n,nc_a
guatemalo,,,,,,,,,,,,,,,,,,,guatemalo,n,nc_o
guatemanteca,,,,,,,,,,,,,,,,,,,guatemanteca,n,nc_a
guatemanteco,,,,,,,,,,,,,,,,,,,guatemanteco,n,nc_o
guato,,,,,,,,,,,,,,,,0,,,guato,nms,nc_o
guatusa,,,,,,,,,,,,,,,,0,,,guatusa,nfs,nc_a
guatuso,,,,,,,,,,,,,,,,0,,,guatuso,nms,nc_o
guaya,,,,,,,,,,,,,,,,0,,,guaya,nfs,nc_a
guayabera,,,,,,,,,,,,,,,,0,,,guayabera,nfs,nc_a
guayabero,,,,,,,,,,,,,,,,0,,,guayabero,nfs,nc_o
guayabilla,,,,,,,,,,,,,,,,,,,guayabilla,n,nc_a
guayabillo,,,,,,,,,,,,,,,,,,,guayabillo,n,nc_o
guayabita,,,,,,,,,,,,,,,,,,,guayabita,n,nc_a
guayabito,,,,,,,,,,,,,,,,,,,guayabito,nms,nc_o
guayaca,,,,,,,,,,,,,,,,,,,guayaca,nfs,nc_a
guayaco,,,,,,,,,,,,,,,,,,,guayaco,n,nc_o
guayava,,,,,,,,,,,,,,,,,,,guayava,n,nc_a
guayavo,,,,,,,,,,,,,,,,,,,guayavo,n,nc_o
guayo,,,,,,,,,,,,,,,,0,,,guayo,nms,nc_o
guaza,,,,,,,,,,,,,,,,,,,guaza,n,nc_a
guazo,,,,,,,,,,,,,,,,,,,guazo,n,nc_o
gubia,,,,,,,,,,,,,,,,,,,gubia,nfs,nc_a
gubio,,,,,,,,,,,,,,,,,,,gubio,n,nc_o
guea,,,,,,,,,,,,,,,,,,,guea,n,nc_a
gueba,,,,,,,,,,,,,,,,,,,gueba,n,nc_a
guebada,,,,,,,,,,,,,,,,,,,guebada,n,nc_a
guebado,,,,,,,,,,,,,,,,,,,guebado,n,nc_o
guebo,,,,,,,,,,,,,,,,,,,guebo,n,nc_o
guecha,,,,,,,,,,,,,,,,,,,guecha,n,nc_a
guecho,,,,,,,,,,,,,,,,,,,guecho,n,nc_o
gueda,,,,,,,,,,,,,,,,,,,gueda,n,nc_a
guedeja,,,,,,,,,,,,,,,,,,,guedeja,nfs,nc_a
guedejo,,,,,,,,,,,,,,,,,,,guedejo,n,nc_o
guedo,,,,,,,,,,,,,,,,,,,guedo,n,nc_o
guega,,,,,,,,,,,,,,,,,,,guega,n,nc_a
guego,,,,,,,,,,,,,,,,,,,guego,n,nc_o
gueguecha,,,,,,,,,,,,,,,,,,,gueguecha,n,nc_a
gueguecho,,,,,,,,,,,,,,,,,,,gueguecho,n,nc_o
gueisa,,,,,,,,,,,,,,,,,,,gueisa,n,nc_a
gueiso,,,,,,,,,,,,,,,,,,,gueiso,n,nc_o
guelfa,,,,,,,,,,,,,,,,,,,guelfa,n,nc_a
guelfo,,,,,,,,,,,,,,,,,,,guelfo,n,nc_o
guelta,,,,,,,,,,,,,,,,,,,guelta,n,nc_a
guelto,,,,,,,,,,,,,,,,,,,guelto,n,nc_o
guena,,,,,,,,,,,,,,,,,,,guena,n,nc_a
gueno,,,,,,,,,,,,,,,,,,,gueno,n,nc_o
gueo,,,,,,,,,,,,,,,,,,,gueo,n,nc_o
gueparda,,,,,,,,,,,,,,,,,,,gueparda,n,nc_a
guepardo,,,,,,,,,,,,,,,,,,,guepardo,nms,nc_o
guera,,,,,,,,,,,,,,,,,,,guera,n,nc_a
guerilla,,,,,,,,,,,,,,,,,,,guerilla,n,nc_a
guerillo,,,,,,,,,,,,,,,,,,,guerillo,n,nc_o
guerita,,,,,,,,,,,,,,,,,,,guerita,n,nc_a
guerito,,,,,,,,,,,,,,,,,,,guerito,n,nc_o
guero,,,,,,,,,,,,,,,,,,,guero,n,nc_o
guerquita,,,,,,,,,,,,,,,,,,,guerquita,n,nc_a
guerquito,,,,,,,,,,,,,,,,,,,guerquito,n,nc_o
guerra,,,,,,,,,,,,,,,,,,,guerra,nfs,nc_a
guerrera,,,,,,,,,,,,,,,,0,,,guerrera,nfs,nc_a
guerrerita,,,,,,,,,,,,,,,,,,,guerrerita,n,nc_a
guerrerito,,,,,,,,,,,,,,,,,,,guerrerito,n,nc_o
guerrero,,,,,,,,,,,,,,,,0,,,guerrero,nms,nc_o
guerria,,,,,,,,,,,,,,,,,,,guerria,n,nc_a
guerrilla,,,,,,,,,,,,,,,,0,,,guerrilla,nfs,nc_a
guerrillerita,,,,,,,,,,,,,,,,,,,guerrillerita,n,nc_a
guerrillerito,,,,,,,,,,,,,,,,,,,guerrillerito,n,nc_o
guerrillo,,,,,,,,,,,,,,,,0,,,guerrillo,nms,nc_o
guerrio,,,,,,,,,,,,,,,,,,,guerrio,n,nc_o
guerro,,,,,,,,,,,,,,,,,,,guerro,n,nc_o
guerrra,,,,,,,,,,,,,,,,,,,guerrra,n,nc_a
guerrro,,,,,,,,,,,,,,,,,,,guerrro,n,nc_o
guerta,,,,,,,,,,,,,,,,,,,guerta,n,nc_a
guerto,,,,,,,,,,,,,,,,,,,guerto,n,nc_o
guesta,,,,,,,,,,,,,,,,,,,guesta,n,nc_a
guesto,,,,,,,,,,,,,,,,,,,guesto,n,nc_o
gueta,,,,,,,,,,,,,,,,,,,gueta,n,nc_a
gueto,,,,,,,,,,,,,,,,,,,gueto,nms,nc_o
guetta,,,,,,,,,,,,,,,,,,,guetta,n,nc_a
guetto,,,,,,,,,,,,,,,,,,,guetto,n,nc_o
gueva,,,,,,,,,,,,,,,,,,,gueva,n,nc_a
guevariana,,,,,,,,,,,,,,,,,,,guevariana,n,nc_a
guevariano,,,,,,,,,,,,,,,,,,,guevariano,n,nc_o
guevea,,,,,,,,,,,,,,,,,,,guevea,n,nc_a
gueveo,,,,,,,,,,,,,,,,,,,gueveo,n,nc_o
guevo,,,,,,,,,,,,,,,,,,,guevo,n,nc_o
gufa,,,,,,,,,,,,,,,,,,,gufa,n,nc_a
gufo,,,,,,,,,,,,,,,,,,,gufo,n,nc_o
guglea,,,,,,,,,,,,,,,,,,,guglea,n,nc_a
gugleo,,,,,,,,,,,,,,,,,,,gugleo,n,nc_o
gugulea,,,,,,,,,,,,,,,,,,,gugulea,n,nc_a
guguleo,,,,,,,,,,,,,,,,,,,guguleo,n,nc_o
gui?a,,,,,,,,,,,,,,,,,,,gui?a,n,nc_a
gui?o,,,,,,,,,,,,,,,,,,,gui?o,n,nc_o
guiaa,,,,,,,,,,,,,,,,,,,guiaa,n,nc_a
guiao,,,,,,,,,,,,,,,,,,,guiao,n,nc_o
guicha,,,,,,,,,,,,,,,,,,,guicha,n,nc_a
guicho,,,,,,,,,,,,,,,,,,,guicho,n,nc_o
guida,,,,,,,,,,,,,,,,,,,guida,n,nc_a
guidada,,,,,,,,,,,,,,,,,,,guidada,n,nc_a
guidado,,,,,,,,,,,,,,,,,,,guidado,n,nc_o
guido,,,,,,,,,,,,,,,,,,,guido,n,nc_o
guiga,,,,,,,,,,,,,,,,,,,guiga,n,nc_a
guigo,,,,,,,,,,,,,,,,,,,guigo,n,nc_o
guija,,,,,,,,,,,,,,,,0,,,guija,nfs,nc_a
guijo,,,,,,,,,,,,,,,,0,,,guijo,nms,nc_o
guilda,,,,,,,,,,,,,,,,,,,guilda,n,nc_a
guildo,,,,,,,,,,,,,,,,,,,guildo,n,nc_o
guilla,,,,,,,,,,,,,,,,,,,guilla,nfs,nc_a
guillo,,,,,,,,,,,,,,,,,,,guillo,n,nc_o
guima,,,,,,,,,,,,,,,,,,,guima,n,nc_a
guimo,,,,,,,,,,,,,,,,,,,guimo,n,nc_o
guina,,,,,,,,,,,,,,,,,,,guina,n,nc_a
guinalda,,,,,,,,,,,,,,,,,,,guinalda,n,nc_a
guinaldo,,,,,,,,,,,,,,,,,,,guinaldo,n,nc_o
guinea,,,,,,,,,,,,,,,,0,,,guinea,nfs,nc_a
guineita,,,,,,,,,,,,,,,,,,,guineita,n,nc_a
guineito,,,,,,,,,,,,,,,,,,,guineito,n,nc_o
guineo,,,,,,,,,,,,,,,,0,,,guineo,nms,nc_o
guinga,,,,,,,,,,,,,,,,,,,guinga,nfs,nc_a
guingo,,,,,,,,,,,,,,,,,,,guingo,n,nc_o
guino,,,,,,,,,,,,,,,,,,,guino,n,nc_o
guionada,,,,,,,,,,,,,,,,,,,guionada,n,nc_a
guionado,,,,,,,,,,,,,,,,,,,guionado,n,nc_o
guioniza,,,,,,,,,,,,,,,,,,,guioniza,n,nc_a
guionizada,,,,,,,,,,,,,,,,,,,guionizada,n,nc_a
guionizado,,,,,,,,,,,,,,,,,,,guionizado,n,nc_o
guionizarla,,,,,,,,,,,,,,,,,,,guionizarla,n,nc_a
guionizarlo,,,,,,,,,,,,,,,,,,,guionizarlo,n,nc_o
guionizo,,,,,,,,,,,,,,,,,,,guionizo,n,nc_o
guipipÃ­a,,,,,,,,,,,,,,,,,,,guipipÃ­a,n,nc_a
guipipÃ­o,,,,,,,,,,,,,,,,,,,guipipÃ­o,n,nc_o
guipuzkoana,,,,,,,,,,,,,,,,,,,guipuzkoana,n,nc_a
guipuzkoano,,,,,,,,,,,,,,,,,,,guipuzkoano,n,nc_o
guira,,,,,,,,,,,,,,,,,,,guira,n,nc_a
guirita,,,,,,,,,,,,,,,,,,,guirita,n,nc_a
guirito,,,,,,,,,,,,,,,,,,,guirito,n,nc_o
guiro,,,,,,,,,,,,,,,,,,,guiro,n,nc_o
guirra,,,,,,,,,,,,,,,,,,,guirra,n,nc_a
guirro,,,,,,,,,,,,,,,,,,,guirro,n,nc_o
guisadera,,,,,,,,,,,,,,,,,,,guisadera,n,nc_a
guisadero,,,,,,,,,,,,,,,,,,,guisadero,n,nc_o
guista,,,,,,,,,,,,,,,,,,,guista,n,nc_a
guisto,,,,,,,,,,,,,,,,,,,guisto,n,nc_o
guita,,,,,,,,,,,,,,,,,,,guita,nfs,nc_a
guitarra,,,,,,,,,,,,,,,,0,,,guitarra,nms,nc_a
guitarrilla,,,,,,,,,,,,,,,,,,,guitarrilla,n,nc_a
guitarrillo,,,,,,,,,,,,,,,,,,,guitarrillo,nms,nc_o
guitarrista,,,,,,,,,,,,,,,,,,,guitarrista,nms,nc_a
guitarristo,,,,,,,,,,,,,,,,,,,guitarristo,n,nc_o
guitarro,,,,,,,,,,,,,,,,0,,,guitarro,nms,nc_o
guito,,,,,,,,,,,,,,,,,,,guito,n,nc_o
guiza,,,,,,,,,,,,,,,,,,,guiza,n,nc_a
guizo,,,,,,,,,,,,,,,,,,,guizo,n,nc_o
guiÃ±olesca,,,,,,,,,,,,,,,,,,,guiÃ±olesca,n,nc_a
guiÃ±olesco,,,,,,,,,,,,,,,,,,,guiÃ±olesco,n,nc_o
gula,,,,,,,,,,,,,,,,0,,,gula,nfs,nc_a
gulia,,,,,,,,,,,,,,,,,,,gulia,n,nc_a
gulio,,,,,,,,,,,,,,,,,,,gulio,n,nc_o
gulo,,,,,,,,,,,,,,,,,,,gulo,n,nc_o
gumba,,,,,,,,,,,,,,,,,,,gumba,n,nc_a
gumbo,,,,,,,,,,,,,,,,,,,gumbo,n,nc_o
gumercinda,,,,,,,,,,,,,,,,,,,gumercinda,n,nc_a
gumercindo,,,,,,,,,,,,,,,,,,,gumercindo,n,nc_o
guna,,,,,,,,,,,,,,,,,,,guna,n,nc_a
gunda,,,,,,,,,,,,,,,,,,,gunda,n,nc_a
gundo,,,,,,,,,,,,,,,,,,,gundo,n,nc_o
gunita,,,,,,,,,,,,,,,,,,,gunita,n,nc_a
gunito,,,,,,,,,,,,,,,,,,,gunito,n,nc_o
guno,,,,,,,,,,,,,,,,,,,guno,n,nc_o
gunta,,,,,,,,,,,,,,,,,,,gunta,n,nc_a
gunto,,,,,,,,,,,,,,,,,,,gunto,n,nc_o
gupa,,,,,,,,,,,,,,,,,,,gupa,n,nc_a
gupisima,,,,,,,,,,,,,,,,,,,gupisima,n,nc_a
gupisimo,,,,,,,,,,,,,,,,,,,gupisimo,n,nc_o
gupo,,,,,,,,,,,,,,,,,,,gupo,n,nc_o
gura,,,,,,,,,,,,,,,,0,,,gura,nfs,nc_a
gurdarla,,,,,,,,,,,,,,,,,,,gurdarla,n,nc_a
gurdarlo,,,,,,,,,,,,,,,,,,,gurdarlo,n,nc_o
gurisita,,,,,,,,,,,,,,,,,,,gurisita,n,nc_a
gurisito,,,,,,,,,,,,,,,,,,,gurisito,n,nc_o
guro,,,,,,,,,,,,,,,,0,,,guro,nms,nc_o
gurucha,,,,,,,,,,,,,,,,,,,gurucha,n,nc_a
gurucho,,,,,,,,,,,,,,,,,,,gurucho,n,nc_o
gusa,,,,,,,,,,,,,,,,,,,gusa,nfs,nc_a
gusana,,,,,,,,,,,,,,,,0,,,gusana,nfs,nc_a
gusanera,,,,,,,,,,,,,,,,,,,gusanera,nfs,nc_a
gusanero,,,,,,,,,,,,,,,,,,,gusanero,n,nc_o
gusanita,,,,,,,,,,,,,,,,,,,gusanita,n,nc_a
gusanito,,,,,,,,,,,,,,,,,,,gusanito,n,nc_o
gusano,,,,,,,,,,,,,,,,0,,,gusano,nms,nc_o
gusarapa,,,,,,,,,,,,,,,,0,,,gusarapa,nfs,nc_a
gusarapo,,,,,,,,,,,,,,,,0,,,gusarapo,nms,nc_o
gusita,,,,,,,,,,,,,,,,,,,gusita,n,nc_a
gusito,,,,,,,,,,,,,,,,,,,gusito,n,nc_o
guso,,,,,,,,,,,,,,,,,,,guso,n,nc_o
gusra,,,,,,,,,,,,,,,,,,,gusra,n,nc_a
gusrda,,,,,,,,,,,,,,,,,,,gusrda,n,nc_a
gusrdo,,,,,,,,,,,,,,,,,,,gusrdo,n,nc_o
gusro,,,,,,,,,,,,,,,,,,,gusro,n,nc_o
gussta,,,,,,,,,,,,,,,,,,,gussta,n,nc_a
gussto,,,,,,,,,,,,,,,,,,,gussto,n,nc_o
gusta,,,,,,,,,,,,,,,,,,,gusta,n,nc_a
gustaa,,,,,,,,,,,,,,,,,,,gustaa,n,nc_a
gustaba,,,,,,,,,,,,,,,,,,,gustaba,n,nc_a
gustabo,,,,,,,,,,,,,,,,,,,gustabo,n,nc_o
gustao,,,,,,,,,,,,,,,,,,,gustao,n,nc_o
gustata,,,,,,,,,,,,,,,,,,,gustata,n,nc_a
gustato,,,,,,,,,,,,,,,,,,,gustato,n,nc_o
gustava,,,,,,,,,,,,,,,,,,,gustava,n,nc_a
gustavo,,,,,,,,,,,,,,,,,,,gustavo,n,nc_o
gustha,,,,,,,,,,,,,,,,,,,gustha,n,nc_a
gustho,,,,,,,,,,,,,,,,,,,gustho,n,nc_o
gustia,,,,,,,,,,,,,,,,,,,gustia,n,nc_a
gustio,,,,,,,,,,,,,,,,,,,gustio,n,nc_o
gusto,,,,,,,,,,,,,,,,,,,gusto,nms,nc_o
gustoa,,,,,,,,,,,,,,,,,,,gustoa,n,nc_a
gustoo,,,,,,,,,,,,,,,,,,,gustoo,n,nc_o
gustÃ³a,,,,,,,,,,,,,,,,,,,gustÃ³a,n,nc_a
gustÃ³o,,,,,,,,,,,,,,,,,,,gustÃ³o,n,nc_o
guta,,,,,,,,,,,,,,,,,,,guta,n,nc_a
gutemalteca,,,,,,,,,,,,,,,,,,,gutemalteca,n,nc_a
gutemalteco,,,,,,,,,,,,,,,,,,,gutemalteco,n,nc_o
guto,,,,,,,,,,,,,,,,,,,guto,n,nc_o
gutsa,,,,,,,,,,,,,,,,,,,gutsa,n,nc_a
gutso,,,,,,,,,,,,,,,,,,,gutso,n,nc_o
gutura,,,,,,,,,,,,,,,,,,,gutura,n,nc_a
guturo,,,,,,,,,,,,,,,,,,,guturo,n,nc_o
guyaba,,,,,,,,,,,,,,,,,,,guyaba,n,nc_a
guyabo,,,,,,,,,,,,,,,,,,,guyabo,n,nc_o
guzta,,,,,,,,,,,,,,,,,,,guzta,n,nc_a
guzto,,,,,,,,,,,,,,,,,,,guzto,n,nc_o
gva,,,,,,,,,,,,,,,,,,,gva,n,nc_a
gvo,,,,,,,,,,,,,,,,,,,gvo,n,nc_o
gwa,,,,,,,,,,,,,,,,,,,gwa,n,nc_a
gwo,,,,,,,,,,,,,,,,,,,gwo,n,nc_o
gymnacia,,,,,,,,,,,,,,,,,,,gymnacia,n,nc_a
gymnacio,,,,,,,,,,,,,,,,,,,gymnacio,n,nc_o
gymnasia,,,,,,,,,,,,,,,,,,,gymnasia,n,nc_a
gymnasio,,,,,,,,,,,,,,,,,,,gymnasio,n,nc_o
gyra,,,,,,,,,,,,,,,,,,,gyra,n,nc_a
gyro,,,,,,,,,,,,,,,,,,,gyro,n,nc_o
gytana,,,,,,,,,,,,,,,,,,,gytana,n,nc_a
gytano,,,,,,,,,,,,,,,,,,,gytano,n,nc_o
gÂ´rafica,,,,,,,,,,,,,,,,,,,gÂ´rafica,n,nc_a
gÂ´rafico,,,,,,,,,,,,,,,,,,,gÂ´rafico,n,nc_o
gÃ¡rgara,,,,,,,,,,,,,,,,,,,gÃ¡rgara,nfs,nc_a
gÃ¡rgaro,,,,,,,,,,,,,,,,,,,gÃ¡rgaro,nms,nc_o
gÃ£Â¼ira,,,,,,,,,,,,,,,,,,,gÃ£Â¼ira,n,nc_a
gÃ£Â¼iro,,,,,,,,,,,,,,,,,,,gÃ£Â¼iro,n,nc_o
gÃ²tica,,,,,,,,,,,,,,,,,,,gÃ²tica,n,nc_a
gÃ²tico,,,,,,,,,,,,,,,,,,,gÃ²tico,n,nc_o
