word,wordID_set,lemma,POS,Inflection_Class,Meaning,Animacy,Innapropriate?,Derivational Morpheme?,Potential,
/a,{166975},/a,n,NC_A,,,,,,
/esa,{1793999},/esa,n,NC_A,,,,,,
/eso,{1794000},/eso,n,NC_O,,,,,,
/fota,{3142514},/fota,n,NC_A,,,,,,
/foto,{157799},/foto,n,NC_O,,,,,,
/la,"{1466261, 161718}",/la,n,NC_A,,,,,,
/lo,{1261312},/lo,n,NC_O,,,,,,
/media,{3142969},/media,n,NC_A,,,,,,
/medio,{3142995},/medio,n,NC_O,,,,,,
/niña,{3143098},/niña,n,NC_A,,,,,,
/niño,{3143099},/niño,n,NC_O,,,,,,
/o,{76914},/o,n,NC_O,,,,,,
/ta,{3143601},/ta,n,NC_A,,,,,,
/to,{3143668},/to,n,NC_O,,,,,,
/usa,{1605950},/usa,n,NC_A,,,,,,
/uso,{3143724},/uso,n,NC_O,,,,,,
==ya,{3458722},==ya,n,NC_A,,,,,,
==yo,{2466657},==yo,n,NC_O,,,,,,
>la,{625424},>la,n,NC_A,,,,,,
>lo,"{3459545, 2466851}",>lo,n,NC_O,,,,,,
@hija,{2464231},@hija,n,NC_A,,,,,,
@hijo,{2464232},@hijo,n,NC_O,,,,,,
@patricia,{2464907},@patricia,n,NC_A,,,,,,
@patricio,{2464910},@patricio,n,NC_O,,,,,,
@paula,{2464920},@paula,n,NC_A,,,,,,
@paulo,{3453329},@paulo,n,NC_O,,,,,,
@rita,{3453773},@rita,n,NC_A,,,,,,
@rito,{3453775},@rito,n,NC_O,,,,,,
@rogelia,{3453823},@rogelia,n,NC_A,,,,,,
@rogelio,{3453825},@rogelio,n,NC_O,,,,,,
@sa,{3453903},@sa,n,NC_A,,,,,,
@so,{3454136},@so,n,NC_O,,,,,,
@thelma,{3454363},@thelma,n,NC_A,,,,,,
@thelmo,{3454364},@thelmo,n,NC_O,,,,,,
@tita,{3454408},@tita,n,NC_A,,,,,,
@tito,{3454410},@tito,n,NC_O,,,,,,
@una,"{3454563, 3454564}",@una,n,NC_A,,,,,,
@uno,{3454581},@uno,n,NC_O,,,,,,
^^la,{3454970},^^la,n,NC_A,,,,,,
^^lo,{3454971},^^lo,n,NC_O,,,,,,
^a,{3455010},^a,n,NC_A,,,,,,
^o,{1120597},^o,n,NC_O,,,,,,
___esta,{3455210},___esta,n,NC_A,,,,,,
___esto,{3455211},___esto,n,NC_O,,,,,,
_otra,{3455622},_otra,n,NC_A,,,,,,
_otro,{3455624},_otro,n,NC_O,,,,,,
_primera,{2465687},_primera,n,NC_A,,,,,,
_primero,{3455653},_primero,n,NC_O,,,,,,
aa,"{625480, 116677}",aa,n,NC_A,,,,,,
abogada,"{70487, 11959}",abogada,n,NC_A,lawyer,1,,,,
abogado,"{216900, 193454, 188752, 22422, 38622}",abogado,n,NC_O,lawyer,1,,,,
abuelita,"{20721, 151651}",abuelita,n,NC_A,grandmother,1,,1,,
abuelito,"{49498, 285355}",abuelito,n,NC_O,grandfather,1,,1,,
accesoria,{182120},accesoria,nfs    ,NC_A,accessory,,,,,
accesorio,{21773},accesorio,nms    ,NC_O,accessory,,,,,
acta,"{42082, 62470}",acta,nfs    ,NC_A,"certificate, minutes/record, election results",,,,1,
acto,"{31076, 31012, 30343, 215443, 78227}",acto,n,NC_O,act,,,,1,
actuaria,{400072},actuaria,n,NC_A,Actuary (maker of insurance calculations),1,,,,
actuario,{140501},actuario,nms    ,NC_O,Actuary (maker of insurance calculations),1,,,,
adivina,"{83106, 145358}",adivina,nfs    ,NC_A,fortune-teller,1,,,,
adivino,"{150750, 45702}",adivino,nms    ,NC_O,fortune-teller,1,,,,
adjunta,{183977},adjunta,nfs    ,NC_A,assistant,1,,,,
adjunto,{62704},adjunto,nms    ,NC_O,assistant,1,,,,
adoquinada,{214748},adoquinado,n,NC_O,pavement,,,,?,
adoquinado,{164526},adoquinado,nms    ,NC_O,pavement,,,,?,
adversaria,{190799},adversaria,nfs    ,NC_A,adversary,1,,,,
adversario,"{12597, 220454}",adversario,nms    ,NC_O,adversary,1,,,,
adúltera,{107706},adúltera,nfs    ,NC_A,adulterer,1,,,,
adúltero,{130313},adúltero,nms    ,NC_O,adulterer,1,,,,
aficionada,"{56820, 121413}",aficionado,n,NC_O,supporter,1,,,,
aficionado,"{15089, 63471, 111046, 29303}",aficionado,nms    ,NC_O,supporter,1,,,,
aga,{84410},aga,n,NC_A,agha (honorific for Ottoman officials,,,,,
ago,{26713},ago,n,NC_O,?,,,,,
agregada,{47492},agregado,n,NC_O,attach�,1,,,,
agregado,"{24112, 13066, 61316}",agregado,nms    ,NC_O,attach�,1,,,,
ahijada,{108527},ahijada,nfs    ,NC_A,godchild,1,,,,
ahijado,"{81857, 285399}",ahijado,nms    ,NC_O,godchild,1,,,,
ala,"{63219, 107935}",ala,nfs    ,NC_A,wing,,,,,
alba,"{51845, 30248, 81803, 66487, 78712, 48665, 25374}",alba,nfs    ,NC_A,dawn,,,,,
albo,"{140112, 178005, 153077, 219037}",albo,n,NC_O,white (adj),,,,,
alegra,{123975},alegra,nfs    ,NC_A,?,,,,,
alegro,{193474},alegro,n,NC_O,?,,,,,
alejandrina,{143091},alejandrino,n,NC_O,Alexandrian,1,,,,
alejandrino,{216190},alejandrino,n,NC_O,Alexandrian,1,,,,
algarroba,{935202},algarroba,nfs    ,NC_A,carob (fruit),,,,,
algarrobo,{159112},algarrobo,nms    ,NC_O,carob (tree),,,,,
alienta,"{63075, 189268}",aliento,n,NC_O,?,,,,,
aliento,{135260},aliento,nms    ,NC_O,breath,,,,,
almendra,"{163118, 47495}",almendra,nfs    ,NC_A,almond,,,,,
almendro,{84285},almendro,nms    ,NC_O,almond tree,,,,,
alo,{82146},alo,n,NC_O,?,,,,,
alojada,{220475},alojado,n,NC_O,guest,1,,,,
alojado,{122648},alojado,n,NC_O,guest,1,,,,
alta,{65565},alta,nfs    ,NC_A,certificate of discharge/ entry into profession / tax declaration,,,,1,
alto,"{5530, 50189, 76223}",alto,nms    ,NC_O,height,,,,1,
alumna,"{189764, 20839}",alumna,n,NC_A,alumn,1,,,,
alumno,"{91416, 218338}",alumno,nms    ,NC_O,alumn,1,,,,
alzada,"{67171, 210604}",alzada,nfs    ,NC_A,height/elevation,,,,,
alzado,{132965},alzado,nms    ,NC_O,elevation,,1,,,
ama,{88801},ama,nfs    ,NC_A,proprietress,1,,,,
amada,"{15297, 134411}",amada,n,NC_A,?,,,,,
amado,"{11705, 57375}",amado,nms    ,NC_O,?,,,,,
americana,"{30728, 91040}",americana,nfs    ,NC_A,American,1,,,,
americano,{20443},americano,nms    ,NC_O,American,1,,,,
amiga,"{192336, 56305, 20330, 171133}",amigo,n,NC_O,friend,1,,,,
amigo,"{12481, 285436, 76124, 48622}",amigo,n,NC_O,friend,1,,,,
amiguita,{67327},amiguita,n,NC_A,friend,1,,1,,
amiguito,"{126218, 67094}",amiguito,n,NC_O,friend,1,,1,,
amina,{111174},amina,nfs    ,NC_A,amine,,,,,
amino,{92208},amino,nms    ,NC_O,amino,,,,,
amo,"{27082, 87411, 5852}",amo,nms    ,NC_O,proprieter,1,,,,
ana,"{30329, 2494245, 157814}",ana,nfs    ,NC_A,?,,,,,
anciana,{21725},anciana,n,NC_A,ancient person,1,,,,
anciano,"{10089, 121421}",anciano,nms    ,NC_O,ancient person,1,,,,
anilla,{122353},anilla,nfs    ,NC_A,ring,,,,,
anillo,"{290008, 70489, 110692}",anillo,nms    ,NC_O,ring,,,,,
ano,"{12401, 183041}",ano,nms    ,NC_O,anus,,1,,,
antropóloga,"{192926, 50238}",antropólogo,nfs    ,NC_O,antrholopogist,1,,,,
antropólogo,"{24546, 185869}",antropólogo,nms    ,NC_O,antrholopogist,1,,,,
ao,"{77353, 123980}",ao,n,NC_O,,,,,,
apelativa,{270265},apelativo,n,NC_O,?,,,,,
apelativo,"{42376, 127709}",apelativo,nms    ,NC_O,epithet/surname,,,,,
apoderada,{201508},apoderado,n,NC_O,guardian,1,,,,
apoderado,"{29546, 181677, 300391}",apoderado,nms    ,NC_O,guardian,1,,,,
aprovechada,{189280},aprovechada,nfs    ,NC_A,freeloader,1,,,,
aprovechado,{116567},aprovechado,nms    ,NC_O,freeloader,1,,,,
ara,{55945},ara,nms    ,NC_A,altar,,,,1,beware of verb
arenera,{143806},arenero,n,NC_O,sand vendor/ litter box/sandbox,,,,,
arenero,{390254},arenero,n,NC_O,sand vendor,,,,,
armónica,{65598},armónica,nfs    ,NC_A,Armenian,1,,,,
armónico,{115370},armónico,nms    ,NC_O,Armenian,1,,,,
aro,{25763},aro,nms    ,NC_O,hoop/ring,,,,1,beware of verb
arqueóloga,{83061},arqueólogo,nfs    ,NC_O,Archeologist,1,,,,
arqueólogo,"{1360536, 29663}",arqueólogo,nms    ,NC_O,Archeologist,1,,,,
arquitecta,{82095},arquitecto,n,NC_O,Architect,1,,,,
arquitecto,{46574},arquitecto,nms    ,NC_O,Architect,1,,,,
arrendataria,{214781},arrendatario,n,NC_O,Tenant,1,,,,
arrendatario,{35205},arrendatario,nms    ,NC_O,Tenant,1,,,,
astrofísica,{118858},astrofísica,nfs    ,NC_A,Astrophysicist,1,,,,
astrofísico,"{131122, 105587}",astrofísico,nms    ,NC_O,Astrophysicist,1,,,,
astróloga,"{1816412, 225109}",astrólogo,nfs    ,NC_O,Astrologist,1,,,,
astrólogo,"{75581, 223559}",astrólogo,nms    ,NC_O,Astrologist,1,,,,
auditiva,{175510},auditiva,n,NC_A,receiver,1,,,,
auditivo,{157118},auditivo,nms    ,NC_O,receiver,1,,,,
autobomba,{219076},autobomba,nms    ,NC_A,fire engine,,,,1,
autobombo,{86925},autobombo,nms    ,NC_O,self-glorification,,,,1,Only in Spain?
autógrafa,{178914},autógrafo,n,NC_O,?,,,,,
autógrafo,{58569},autógrafo,nms    ,NC_O,autograph,,,,,
aventurera,"{189296, 145905}",aventurera,nfs    ,NC_A,adventurer,1,,,,
aventurero,{39933},aventurero,nms    ,NC_O,adventurer,1,,,,
azucarera,"{2087115, 164910}",azucarera,nfs    ,NC_A,sugar bowl,,,,,
azucarero,{175917},azucarero,nms    ,NC_O,sugar bowl,,,,,
ba,"{224360, 65371, 64165}",ba,n,NC_A,?,,,,,
banana,{151074},banana,nms    ,NC_A,banana,,,,,
banano,{25672},banano,nms    ,NC_O,banana,,,,,
banca,"{41350, 5196, 150482, 615063, 60957}",banca,nfs    ,NC_A,bench,,,,1,
banco,"{141674, 131125, 56036, 61669}",banco,n,NC_O,bank/bench,,,,1,
banda,"{162801, 109738, 20175}",banda,nfs    ,NC_A,band/gang,,,,1,
bandida,{195141},bandido,n,NC_O,outlaw,1,,,,
bandido,"{179852, 50215}",bandido,nms    ,NC_O,outlaw,1,,,,
bando,{12577},bando,nms    ,NC_O,"Faction, party, swarm",,,,1,
barca,"{46304, 20714, 147230}",barca,nfs    ,NC_A,small boat,,,,,
barco,{66982},barco,nms    ,NC_O,boat,,,,,
barda,{65879},barda,nfs    ,NC_A,fence,,,,1,Mexico
bardo,"{200940, 59365}",bardo,nms    ,NC_O,bard/conflict,,,,1,
barra,"{48433, 60219, 42958, 1270455}",barra,nfs    ,NC_A,bar/counter; bar/rod,,,,1,
barranca,"{88586, 77806}",barranca,nfs    ,NC_A,canyon,,,,,
barranco,"{43049, 106075, 75942}",barranco,nms    ,NC_O,gully/ravine,,,,,
barrida,{109373},barrida,nfs    ,NC_A,instance of sweeping,,,,,
barrido,"{49219, 1270501}",barrido,nms    ,NC_O,act of sweeping,,,,,
barro,"{106521, 118401}",barro,n,NC_O,mud,,,,1,
batida,{102131},batida,nfs    ,NC_A,beating/search/radi,,,,1,
batido,{38909},batido,nms    ,NC_O,"smoothie, whiped cocktail",,,,1,
baza,{51539},baza,nfs    ,NC_A,trick/ cuckoo-hawk,,,,1,
bazo,{40853},bazo,nms    ,NC_O,spleen,,,,1,
bebita,"{218393, 76034}",bebita,n,NC_A,drink,,,,1,
bebito,{78561},bebito,n,NC_O,little baby,1,,1,1,
becaria,{83983},becaria,nfs    ,NC_A,grant-holder,1,,,,
becario,{151077},becario,nms    ,NC_O,grant-holder,1,,,,
becerra,{224374},becerra,nfs    ,NC_A,heifer/uncooked unleavened dough,,,,,
becerro,{50595},becerro,nms    ,NC_O,calf,,,,,
beneficiada,{76659},beneficiado,n,NC_O,beneficiary,1,,,,
beneficiado,{119624},beneficiado,n,NC_O,beneficiary,1,,,,
beta,"{183065, 36109, 12598}",beta,nfs    ,NC_A,beta (letter),,,,,
beto,{201539},beto,n,NC_O,short for Alberto,,,,,
biblia,{51821},biblia,nms    ,NC_A,bible,,,,1,
biblio,{157475},biblio,n,NC_O,short for bibliography,,,,1,
bibliotecaria,{70206},bibliotecaria,n,NC_A,librarian,1,,,,
bibliotecario,"{212022, 38495}",bibliotecario,nms    ,NC_O,librarian,1,,,,
bicha,{145111},bicha,nfs    ,NC_A,"beer, brew/ cocaine paste",,1,,1,
bichilla,{155863},bichilla,n,NC_A,little bicha,,,1,,
bichillo,{189306},bichillo,n,NC_O,litte bicho,,,1,,
bicho,"{169614, 87711}",bicho,nms    ,NC_O,"bug, vermin, beast, vulva, penis",,1,,1,vulgar use only in PR/Venezuela
billetera,{25032},billetera,nfs    ,NC_A,wallet,,,,,
billetero,{390412},billetero,nms    ,NC_O,wallet,,,,,
billonaria,{285558},billonario,n,NC_O,billionaire,1,,,,
billonario,{165951},billonario,n,NC_O,billionaire,1,,,,
bisabuela,{60075},bisabuela,n,NC_A,great-grandmother,1,,,,
bisabuelo,{45432},bisabuelo,nms    ,NC_O,great-grandfather,1,,,,
biógrafa,{219806},biógrafa,nfs    ,NC_A,biographer,1,,,,
biógrafo,{57282},biógrafo,nms    ,NC_O,biographer,1,,,,
bióloga,{68348},biólogo,nfs    ,NC_O,biologist,1,,,,
biólogo,{26226},biólogo,nms    ,NC_O,biologist,1,,,,
bloguera,"{182648, 40977, 182647}",bloguera,n,NC_A,blogger,,,,,
bloguero,"{61889, 36907}",bloguero,n,NC_O,blogger,,,,,
bo,"{62707, 158191}",bo,n,NC_O,bow/arch,,,,,
bohemia,{60405},bohemia,nfs    ,NC_A,Bohemian,1,,,,
bohemio,{84664},bohemio,nms    ,NC_O,Bohemian,1,,,,
bola,{87943},bola,nfs    ,NC_A,"ball, testicle, scoop, hilt, muscle",,,,1,
bolera,{193520},bolera,nfs    ,NC_A,bowling alley/ bolero musician,1,,,,
bolero,"{36248, 156189}",bolero,nms    ,NC_O,Bolero music / bolero musician,1,,,,
boleta,{222796},boleta,nfs    ,NC_A,"bill, receipt, ticket, death",,,,,
boleto,{13976},boleto,nms    ,NC_O,ticket,,,,,
bolo,"{53286, 210007}",bolo,nms    ,NC_O,"bowling pin, bolivar, gig, ",,,,1,
bolsa,{145646},bolsa,nms    ,NC_A,"bag, purse",,,,,
bolsita,{37558},bolsita,n,NC_A,little bolsa,,,1,,
bolsito,{118404},bolsito,n,NC_O,little bolso,,,1,,
bolso,"{11411, 128767}",bolso,nms    ,NC_O,"bag, purse",,,,,
bomba,{5795},bomba,nfs    ,NC_A,"bomb, pump, lampt globe, smash hit",,,,1,
bombilla,{27064},bombilla,nfs    ,NC_A,light bulb,,,1,,
bombillo,{52951},bombillo,nms    ,NC_O,light bulb,,,1,,
bombo,"{295082, 30802}",bombo,nms    ,NC_O,"bass drum, bass drum player, barge",,,,1,
bora,"{170784, 134006}",bora,n,NC_A,?,,,,,
boro,{78970},boro,nms    ,NC_O,boron,,,,,
borta,{2539327},borta,n,NC_A,?,,,,,
borto,{2539334},borto,nms    ,NC_O,?,,,,,
bota,{35062},bota,nfs    ,NC_A,boot,,,,,
boto,{189315},boto,nms    ,NC_O,boot,,,,,
botánica,"{158193, 67485}",botánica,nfs    ,NC_A,botanist,,,,,
botánico,"{81512, 219092}",botánico,nms    ,NC_O,botanist,,,,,
braza,{140524},braza,nfs    ,NC_A,breaststroke,,,,1,
brazo,{127718},brazo,nms    ,NC_O,"arm (anatomy), branch, limb (of a tree)",,,,1,
broma,"{122509, 24367}",broma,n,NC_A,joke,,,,1,
bromo,{140128},bromo,nms    ,NC_O,bromine/brome,,,,1,
bula,{158823},bula,nfs    ,NC_A,"bull, strenght, bubble",,,,1,
bulo,{76571},bulo,nms    ,NC_O,canard/hoax,,,,1,only in Spain
burrita,{295101},burrita,nfs    ,NC_A,(uncommon) latin american dish similar to burrito,,,,,
burrito,"{76321, 151399}",burrito,nms    ,NC_O,burrito,,,,,
buscala,{265369},buscala,n,NC_A,?,,,,,
buscalo,{184929},buscalo,n,NC_O,?,,,,,
bárbara,{169224},bárbara,nfs    ,NC_A,barbarian,1,,,,
bárbaro,"{36289, 119930}",bárbaro,nms    ,NC_O,barbarian,1,,,,
bípeda,{184451},bípedo,n,NC_O,bipedal,1,,,,
bípedo,"{250686, 169615}",bípedo,n,NC_O,bipedal,1,,,,
caballa,{83011},caballa,nfs    ,NC_A,mackerel,,,,1,
caballo,{55889},caballo,nms    ,NC_O,hourse,,,,1,
cabecera,{122362},cabecera,nfs    ,NC_A,"headboard, head (of company), headline, headwaters",,,,,
cabecero,{120267},cabecero,nms    ,NC_O,"headboard, bedhead",,,,,
cabra,{21880},cabra,nfs    ,NC_A,female goat,1,,,,
cabro,{89320},cabro,nms    ,NC_O,male goat,1,,,,
caca,"{214819, 24358}",caca,nfs    ,NC_A,poo,1,,,1,
caco,{119340},caco,nms    ,NC_O,thief,1,,,1,
cafetera,{56014},cafetera,nfs    ,NC_A,coffemaker,,,,,
cafetero,{135282},cafetero,nms    ,NC_O,?,,,,,
cajera,{51055},cajera,n,NC_A,cashier,1,,,,
cajero,{22437},cajero,nms    ,NC_O,cashier,1,,,,
caldera,"{49768, 27735}",caldera,nfs    ,NC_A,"cauldron, boiler, caldera",,,,,
caldero,{57981},caldero,nms    ,NC_O,small cauldron,,,,,
calleja,{176359},calleja,nfs    ,NC_A,narrow street,,,,,
callejo,{1485650},callejo,nms    ,NC_O,alley,,,,,
calzada,"{25289, 86495}",calzada,nfs    ,NC_A,"road, path, lane",,,,1,exists as adj
calzado,"{177633, 13412}",calzado,nms    ,NC_O,footgear,,,,1,exists as adj
camina,{55773},camino,n,NC_O,?,,,,,
camino,"{15048, 42281, 6260, 64134}",camino,n,NC_O,"way, path",,,,,
campa,{170412},campa,n,NC_A,?,,,,,
campesina,{51668},campesina,n,NC_A,farmer,1,,,,
campesino,"{127721, 12022}",campesino,nms    ,NC_O,farmer,1,,,,
campo,"{125028, 82042, 25820, 45887}",campo,nms    ,NC_O,"countryside, field, ",,,,,
canangucha,{1486099},canangucha,n,NC_A,moriche palm,,,,,
canangucho,{1486100},canangucho,n,NC_O,?,,,,,
canela,"{126588, 36804, 23189}",canela,nfs    ,NC_A,cinnamon,,,,,
canelo,"{89152, 106882, 50086}",canelo,nms    ,NC_O,cinnamon tree,,,,,
cantera,{126402},cantera,nfs    ,NC_A,"quarry, talent, academy",,,,1,
cantero,"{81330, 50146}",cantero,nms    ,NC_O,"quarry worker, stonemason",,,,1,
capa,"{61616, 222046, 62087}",capa,nfs    ,NC_A,"cloak, cape, coat, sheet, layer, guise",,,,1,
capo,"{166672, 25723, 152542}",capo,nms    ,NC_O,"gangaster, boss, chief",1,,,1,
careta,{37022},careta,nfs    ,NC_A,"face mask, pork cheek",,,,1,also adj
careto,{117987},careto,nms    ,NC_O,face,,,,1,
carga,"{78517, 150231}",carga,nfs    ,NC_A,"load, burden, cargo",,,,1,
cargo,{76573},cargo,nms    ,NC_O,"charge, burden, position, debit, charge",,,,1,
carita,"{26265, 145921}",carita,n,NC_A,little cara; emoji,,,,,
carito,{205317},carito,n,NC_O,?,,,,,
carpa,"{166675, 24109}",carpa,nfs    ,NC_A,tent,,,,1,
carpo,{110288},carpo,n,NC_O,"carpus, wrist",,,,1,
carretera,"{54872, 240728}",carretera,nfs    ,NC_A,"highway, cartwright",1,,,,
carretero,{57692},carretero,nms    ,NC_O,cartwright,1,,,,
cartera,{5812},cartera,nfs    ,NC_A,"wallet, billfold, handbag, female letter carrier",1,,,,
cartero,{38061},cartero,nms    ,NC_O,postman,1,,,,
castaña,{61956},castaña,nfs    ,NC_A,"chestnut, bun",,,,,
castaño,{62025},castaño,nms    ,NC_O,chestnut tree,,,,,
castellana,"{95092, 132159}",castellana,nfs    ,NC_A,castillian,1,,,,
castellano,"{5883, 46723}",castellano,nms    ,NC_O,castillian,1,,,,
catalina,"{123345, 219833, 1130590}",catalina,nfs    ,NC_A,"crankset, chainset",,,,1,
catalino,{1130591},catalino,n,NC_O,cold? ,,,,1,
catedrática,{61822},catedrático,n,NC_O,professor,1,,,,
catedrático,"{15432, 48970}",catedrático,nms    ,NC_O,professor,1,,,,
caudata,{2559366},caudata,n,NC_A,?,,,,,
caudato,{2559368},caudato,n,NC_O,?,,,,,
cautiva,{135288},cautiva,nfs    ,NC_A,captive,1,,,,
cautivo,{51208},cautivo,nms    ,NC_O,captive,1,,,,
cava,"{59161, 212707}",cava,nfs    ,NC_A,dig,,,,1,
cavo,{167427},cabo,n,NC_O,"burrow, den",,,,1,also an adjective
caída,"{75632, 162440}",caída,nfs    ,NC_A,"fall, crash",,,,,
caído,{58236},caído,nms    ,NC_O,adj,,,,,
cañonera,{285609},cañonera,nfs    ,NC_A,gunboat,,,,,
cañonero,{183083},cañonero,nms    ,NC_O,gunboat,,,,,
cea,{80417},cea,nfs    ,NC_A,?,,,,,
ceba,{165637},ceba,nfs    ,NC_A,onion,,,,1,
cebo,{47892},cebo,nms    ,NC_O,"bait, fodder",,,,1,
cebolla,{77404},cebolla,nfs    ,NC_A,onion,,,,1,
cebollo,{1635911},cebollo,n,NC_O,someone stupid,1,,,1,
cebra,{46842},cebra,nfs    ,NC_A,zebra,,,,,
cebro,{1635919},cebro,nms    ,NC_O,?,,,,,
ceiba,{50710},ceiba,nfs    ,NC_A,silk-cotton-tree,,,,,
ceibo,"{188830, 166679}",ceibo,nms    ,NC_O,"one of several species of�trees, principally�Erythrina crista-galli",,,,,
centena,{95504},centena,nfs    ,NC_A,unit of hundred objects,,,,1,also adj
centeno,"{88937, 39919}",centeno,nms    ,NC_O,rye,,,,1,also adj
ceo,{165962},ceo,nms    ,NC_O,?,,,,,
cepa,"{111192, 23637}",cepa,nfs    ,NC_A,"type of wine, strain, root, ancestry",,,,1,
cepo,{42228},cepo,nms    ,NC_O,"snare, trap shackle",,,,1,
cerda,{59212},cerda,nfs    ,NC_A,"sow, bristle",1,,,,
cerdo,"{219841, 119630}",cerdo,nms    ,NC_O,"pig, pork",1,,,,
cereza,"{214848, 41943}",cereza,nfs    ,NC_A,cherry,,,,,
cerezo,{100563},cerezo,nms    ,NC_O,cherry tree,,,,,
cesta,{25893},cesta,nfs    ,NC_A,basket,,,,,
cesto,{49441},cesto,nms    ,NC_O,basket,,,,,
chacha,{905198},chacha,nfs    ,NC_A,"kid, maid",1,1,,,
chacho,{157498},chacho,nms    ,NC_O,kid,1,,,,
chata,{110579},chata,nfs    ,NC_A,"pickup truck, type of ship",,,,,
chato,{141932},chato,nms    ,NC_O,?,,,,,
chava,"{41056, 212073}",chava,nfs    ,NC_A,corpse,,,,1,also adj
chavala,{92445},chavala,n,NC_A,boy,1,,,,
chavalo,{109145},chavalo,nms    ,NC_O,girl,1,,,,
chavo,"{39593, 65729}",chavo,nms    ,NC_O,boy/kid,1,,,1,also adj
chica,"{158536, 53743}",chica,nfs    ,NC_A,girl,1,,,,
chicha,"{116984, 23380}",chicha,nfs    ,NC_A,"flesh, boob, peruvian drink",,,,1,
chicho,{210705},chicho,nms    ,NC_O,love handle,,,,1,carribean
chico,{47782},chico,nms    ,NC_O,boy,1,,,,
chika,{140138},chika,n,NC_A,?,,,,,
chiko,{163549},chiko,n,NC_O,?,,,,,
chinita,{158836},chinito,n,NC_O,darling/dear,1,,,,
chinito,{143842},chinito,n,NC_O,darling/dear,1,,,,
chiquilla,"{181284, 58847}",chiquilla,n,NC_A,little girl,,,1,,
chiquillo,"{163161, 52531}",chiquillo,nms    ,NC_O,little boy,,,1,,
chita,{163162},chita,nms    ,NC_A,cheetah,,,,,
chito,{225185},chito,nms    ,NC_O,? Hush,,,,,
chiva,{91355},chiva,nms    ,NC_A,"blanket, goatee, shoutout",,,1,,
chivo,"{28442, 171554}",chivo,nms    ,NC_O,"goat, kid",,,1,,
chorra,"{123000, 183568}",chorro,n,NC_O,"luck, chance, penis",,1,,1,innapropriate in Spain; adj but doesn't change
chorro,{120274},chorro,nms    ,NC_O,"flow, jet, tap, faucet",,,,1,
chucha,{52879},chucha,nfs    ,NC_A,"vagina, bitch, body odor",,,,1,innapropriate in South America; all uses are country specific though
chucho,"{60785, 95946}",chucho,nms    ,NC_O,"mutt, male dog, jail, owl, miser",,,,1,very country specific meaning
chula,{133591},chula,nfs    ,NC_A,"pimp, freeloader, mooch",1,,,,
chulo,{54607},chulo,nms    ,NC_O,"pimp, freeloader, mooch",1,,,,spain and venezuela
cierva,"{145929, 159450}",cierva,nfs    ,NC_A,female deer,1,,,,
ciervo,{42095},ciervo,nms    ,NC_O,male deer,1,,,,
cigarra,"{175547, 92303}",cigarra,nfs    ,NC_A,cicada,,,,1,
cigarro,{20857},cigarro,nms    ,NC_O,cigar,,,,1,
cinta,"{53306, 225189, 88255}",cinta,n,NC_A,"ribbon, tape",,,,1,
cinto,{52953},cinto,nms    ,NC_O,belt,,,,1,
circa,{162456},circo,n,NC_O,?,,,,,
circo,{70163},circo,nms    ,NC_O,circus,,,,,
ciruela,"{980226, 70447}",ciruela,nfs    ,NC_A,plum,,,,,
ciruelo,{162458},ciruelo,nms    ,NC_O,plum tree,,,,,
ciudadana,{28384},ciudadana,n,NC_A,citizen,1,,,,
ciudadano,"{134233, 43318}",ciudadano,nms    ,NC_O,citizen,1,,,,
claudia,{52910},claudia,np,NC_A,greengage,,,,,
claudio,{2574410},claudio,n,NC_O,?,,,,,
clava,{222844},clava,nfs    ,NC_A,club,,,,1,also verb
clavo,"{214121, 14530}",clavo,nms    ,NC_O,"nail, clove, corn, headache, scab",,,,1,
coa,"{158539, 182188}",coa,nfs    ,NC_A,,,,,,
cobija,{59312},cobija,nfs    ,NC_A,blanket,,,,1,"mexico, columbia, venezuela; also verb"
cobijo,{40276},cobijo,nms    ,NC_O,"bedroom, shelter, protection",,,,1,also verb
cobra,{37178},cobra,nfs    ,NC_A,cobra,,,,1,also verb
cobro,{156524},cobro,nms    ,NC_O,"payment, cashing, charge",,,,1,also verb
coca,"{39114, 63286, 193007}",coca,nfs    ,NC_A,coca plant; coca cola; cocaine,,,,1,
cochera,{62709},cochera,nfs    ,NC_A,"coachman, bus depot",1,,,,
cochero,{92539},cochero,nms    ,NC_O,coachman,1,,,,
cochinilla,{134444},cochinilla,nfs    ,NC_A,"pill bug, cochineal",,,,1,
cochinillo,{133188},cochinillo,nms    ,NC_O,suckling pig,1,,,1,
cocinera,{35127},cocinera,n,NC_A,cook,1,,,,
cocinero,{165315},cocinero,nms    ,NC_O,cook,1,,,,
coco,"{146446, 122225, 11476, 210716, 35325}",coco,nms    ,NC_O,"coconut, weevil, bogeyman",,,,1,
coda,"{132588, 164246}",coda,nfs    ,NC_A,"coda, ",,,,1,also adj
codo,"{221360, 14326}",codo,nms    ,NC_O,elbow,,,,1,also adj
cofia,{176374},cofia,nfs    ,NC_A,cap for nurse and waitress,,,,,
cofio,{980565},cofio,n,NC_O,?,,,,,
colera,{91580},colero,n,NC_O,cholera,,,,1,With accent!!!
colero,{250766},colero,nms    ,NC_O,bottom-ranked team,,,,1,latin america
coleta,{81919},coleta,nfs    ,NC_A,"ponytail, exhuatspipe, aftertought",,,,1,
