word,lemma,POS,IC,English,Animate,Innapropriate,Derivational,Potentially_Use,Other_POS,Span_Dic_Freq,Verb_Frequency,Adj_Frequency,Other_Freq,Regional_Use,Regional_dont_use,Use,log_freq,stim_list
billetera,billetera,nfs    ,NC_A,wallet,,,,,,,,,,,,,,1
billetero,billetero,nms    ,NC_O,wallet,,,,,,,,,,,,,,1
billonaria,billonario,n,NC_O,billionaire,1,,,,,,,,,,,,,1
billonario,billonario,n,NC_O,billionaire,1,,,,,,,,,,,,,1
bisabuela,bisabuela,n,NC_A,great-grandmother,1,,,,,,,,,,,,,1
bisabuelo,bisabuelo,nms    ,NC_O,great-grandfather,1,,,,,,,,,,,,,1
bloguera,bloguera,n,NC_A,blogger,,,,,,,,,,,,,,1
bloguero,bloguero,n,NC_O,blogger,,,,,,,,,,,,,,1
bo,bo,n,NC_O,bow/arch,,,,,,,,,,,,,,1
bohemia,bohemia,nfs    ,NC_A,Bohemian,1,,,,,,,,,,,,,1
bohemio,bohemio,nms    ,NC_O,Bohemian,1,,,,,,,,,,,,,1
bolera,bolera,nfs    ,NC_A,bowling alley/ bolero musician,1,,,,,,,,,,,,,1
bolero,bolero,nms    ,NC_O,Bolero music / bolero musician,1,,,,,,,,,,,,,1
boleta,boleta,nfs    ,NC_A,"bill, receipt, ticket, death",,,,,,,,,,,,,,1
boleto,boleto,nms    ,NC_O,ticket,,,,,,,,,,,,,,1
bolsa,bolsa,nms    ,NC_A,"bag, purse",,,,,,,,,,,,,,1
bolsita,bolsita,n,NC_A,little bolsa,,,1,,,,,,,,,,,1
bolsito,bolsito,n,NC_O,little bolso,,,1,,,,,,,,,,,1
bolso,bolso,nms    ,NC_O,"bag, purse",,,,,,,,,,,,,,1
bombilla,bombilla,nfs    ,NC_A,light bulb,,,1,,,,,,,,,,,1
bombillo,bombillo,nms    ,NC_O,light bulb,,,1,,,,,,,,,,,1
bora,bora,n,NC_A,?,,,,,,,,,,,,,,1
boro,boro,nms    ,NC_O,boron,,,,,,,,,,,,,,1
borta,borta,n,NC_A,?,,,,,,,,,,,,,,1
borto,borto,nms    ,NC_O,?,,,,,,,,,,,,,,1
botánica,botánica,nfs    ,NC_A,botanist,,,,,,,,,,,,,,1
botánico,botánico,nms    ,NC_O,botanist,,,,,,,,,,,,,,1
bota,bota,nfs    ,NC_A,boot,,,,,,,,,,,,,,1
boto,boto,nms    ,NC_O,boot,,,,,,,,,,,,,,1
burrita,burrita,nfs    ,NC_A,(uncommon) latin american dish similar to burrito,,,,,,,,,,,,,,1
burrito,burrito,nms    ,NC_O,burrito,,,,,,,,,,,,,,1
buscala,buscala,n,NC_A,?,,,,,,,,,,,,,,1
buscalo,buscalo,n,NC_O,?,,,,,,,,,,,,,,1
cañonera,cañonera,nfs    ,NC_A,gunboat,,,,,,,,,,,,,,1
cañonero,cañonero,nms    ,NC_O,gunboat,,,,,,,,,,,,,,1
caída,caída,nfs    ,NC_A,"fall, crash",,,,,,,,,,,,,,1
caído,caído,nms    ,NC_O,adj,,,,,,,,,,,,,,1
cabecera,cabecera,nfs    ,NC_A,"headboard, head (of company), headline, headwaters",,,,,,,,,,,,,,1
cabecero,cabecero,nms    ,NC_O,"headboard, bedhead",,,,,,,,,,,,,,1
cabra,cabra,nfs    ,NC_A,female goat,1,,,,,,,,,,,,,1
cabro,cabro,nms    ,NC_O,male goat,1,,,,,,,,,,,,,1
cafetera,cafetera,nfs    ,NC_A,coffemaker,,,,,,,,,,,,,,1
cafetero,cafetero,nms    ,NC_O,?,,,,,,,,,,,,,,1
cajera,cajera,n,NC_A,cashier,1,,,,,,,,,,,,,1
cajero,cajero,nms    ,NC_O,cashier,1,,,,,,,,,,,,,1
caldera,caldera,nfs    ,NC_A,"cauldron, boiler, caldera",,,,,,,,,,,,,,1
caldero,caldero,nms    ,NC_O,small cauldron,,,,,,,,,,,,,,1
calleja,calleja,nfs    ,NC_A,narrow street,,,,,,,,,,,,,,1
callejo,callejo,nms    ,NC_O,alley,,,,,,,,,,,,,,1
camina,camino,n,NC_O,?,,,,,,,,,,,,,,1
camino,camino,n,NC_O,"way, path",,,,,,,,,,,,,,1
campa,campa,n,NC_A,?,,,,,,,,,,,,,,1
campesina,campesina,n,NC_A,farmer,1,,,,,,,,,,,,,1
campesino,campesino,nms    ,NC_O,farmer,1,,,,,,,,,,,,,1
campo,campo,nms    ,NC_O,"countryside, field, ",,,,,,,,,,,,,,1
canangucha,canangucha,n,NC_A,moriche palm,,,,,,,,,,,,,,1
canangucho,canangucho,n,NC_O,?,,,,,,,,,,,,,,1
canela,canela,nfs    ,NC_A,cinnamon,,,,,,,,,,,,,,1
canelo,canelo,nms    ,NC_O,cinnamon tree,,,,,,,,,,,,,,1
carita,carita,n,NC_A,little cara; emoji,,,,,,,,,,,,,,1
carito,carito,n,NC_O,?,,,,,,,,,,,,,,1
carretera,carretera,nfs    ,NC_A,"highway, cartwright",1,,,,,,,,,,,,,1
carretero,carretero,nms    ,NC_O,cartwright,1,,,,,,,,,,,,,1
cartera,cartera,nfs    ,NC_A,"wallet, billfold, handbag, female letter carrier",1,,,,,,,,,,,,,1
cartero,cartero,nms    ,NC_O,postman,1,,,,,,,,,,,,,1
castaña,castaña,nfs    ,NC_A,"chestnut, bun",,,,,,,,,,,,,,1
castaño,castaño,nms    ,NC_O,chestnut tree,,,,,,,,,,,,,,1
castellana,castellana,nfs    ,NC_A,castillian,1,,,,,,,,,,,,,1
castellano,castellano,nms    ,NC_O,castillian,1,,,,,,,,,,,,,1
catedrática,catedrático,n,NC_O,professor,1,,,,,,,,,,,,,1
catedrático,catedrático,nms    ,NC_O,professor,1,,,,,,,,,,,,,1
caudata,caudata,n,NC_A,?,,,,,,,,,,,,,,1
caudato,caudato,n,NC_O,?,,,,,,,,,,,,,,1
cautiva,cautiva,nfs    ,NC_A,captive,1,,,,,,,,,,,,,1
cautivo,cautivo,nms    ,NC_O,captive,1,,,,,,,,,,,,,1
cea,cea,nfs    ,NC_A,?,,,,,,,,,,,,,,1
cebra,cebra,nfs    ,NC_A,zebra,,,,,,,,,,,,,,1
cebro,cebro,nms    ,NC_O,?,,,,,,,,,,,,,,1
ceiba,ceiba,nfs    ,NC_A,silk-cotton-tree,,,,,,,,,,,,,,1
ceibo,ceibo,nms    ,NC_O,"one of several species of�trees, principally�Erythrina crista-galli",,,,,,,,,,,,,,1
ceo,ceo,nms    ,NC_O,?,,,,,,,,,,,,,,1
cerda,cerda,nfs    ,NC_A,"sow, bristle",1,,,,,,,,,,,,,1
cerdo,cerdo,nms    ,NC_O,"pig, pork",1,,,,,,,,,,,,,1
cereza,cereza,nfs    ,NC_A,cherry,,,,,,,,,,,,,,1
cerezo,cerezo,nms    ,NC_O,cherry tree,,,,,,,,,,,,,,1
cesta,cesta,nfs    ,NC_A,basket,,,,,,,,,,,,,,1
cesto,cesto,nms    ,NC_O,basket,,,,,,,,,,,,,,1
chacha,chacha,nfs    ,NC_A,"kid, maid",1,1,,,,,,,,,,,,1
chacho,chacho,nms    ,NC_O,kid,1,,,,,,,,,,,,,1
chata,chata,nfs    ,NC_A,"pickup truck, type of ship",,,,,,,,,,,,,,1
chato,chato,nms    ,NC_O,?,,,,,,,,,,,,,,1
chavala,chavala,n,NC_A,boy,1,,,,,,,,,,,,,1
chavalo,chavalo,nms    ,NC_O,girl,1,,,,,,,,,,,,,1
chica,chica,nfs    ,NC_A,girl,1,,,,,,,,,,,,,1
chico,chico,nms    ,NC_O,boy,1,,,,,,,,,,,,,1
chika,chika,n,NC_A,?,,,,,,,,,,,,,,1
chiko,chiko,n,NC_O,?,,,,,,,,,,,,,,1
chinita,chinito,n,NC_O,darling/dear,1,,,,,,,,,,,,,1
chinito,chinito,n,NC_O,darling/dear,1,,,,,,,,,,,,,1
chiquilla,chiquilla,n,NC_A,little girl,,,1,,,,,,,,,,,1
chiquillo,chiquillo,nms    ,NC_O,little boy,,,1,,,,,,,,,,,1
chita,chita,nms    ,NC_A,cheetah,,,,,,,,,,,,,,1
chito,chito,nms    ,NC_O,? Hush,,,,,,,,,,,,,,1
chiva,chiva,nms    ,NC_A,"blanket, goatee, shoutout",,,1,,,,,,,,,,,1
chivo,chivo,nms    ,NC_O,"goat, kid",,,1,,,,,,,,,,,1
chula,chula,nfs    ,NC_A,"pimp, freeloader, mooch",1,,,,,,,,,,,,,1
chulo,chulo,nms    ,NC_O,"pimp, freeloader, mooch",1,,,,spain and venezuela,,,,,,,,,1
cierva,cierva,nfs    ,NC_A,female deer,1,,,,,,,,,,,,,1
ciervo,ciervo,nms    ,NC_O,male deer,1,,,,,,,,,,,,,1
circa,circo,n,NC_O,?,,,,,,,,,,,,,,1
circo,circo,nms    ,NC_O,circus,,,,,,,,,,,,,,1
ciruela,ciruela,nfs    ,NC_A,plum,,,,,,,,,,,,,,1
ciruelo,ciruelo,nms    ,NC_O,plum tree,,,,,,,,,,,,,,1
ciudadana,ciudadana,n,NC_A,citizen,1,,,,,,,,,,,,,1
ciudadano,ciudadano,nms    ,NC_O,citizen,1,,,,,,,,,,,,,1
claudia,claudia,np,NC_A,greengage,,,,,,,,,,,,,,1
claudio,claudio,n,NC_O,?,,,,,,,,,,,,,,1
coña,coña,nfs    ,NC_A,"mockery, female co�o",1,,,,,,,,,,,,,1
coño,coño,n,NC_O,vagina,1,,,,,,,,,,,,,1
coa,coa,nfs    ,NC_A,,,,,,,,,,,,,,,1
cochera,cochera,nfs    ,NC_A,"coachman, bus depot",1,,,,,,,,,,,,,1
cochero,cochero,nms    ,NC_O,coachman,1,,,,,,,,,,,,,1
cocinera,cocinera,n,NC_A,cook,1,,,,,,,,,,,,,1
cocinero,cocinero,nms    ,NC_O,cook,1,,,,,,,,,,,,,1
cofia,cofia,nfs    ,NC_A,cap for nurse and waitress,,,,,,,,,,,,,,1
cofio,cofio,n,NC_O,?,,,,,,,,,,,,,,1
colágena,colágena,n,NC_A,adj. collagenic,,,,,,,,,,,,,,1
colágeno,colágeno,nms    ,NC_O,"collagen, colagenic",,,,,,,,,,,,,,1
colorida,colorido,n,NC_O,adj. colored,,,,,,,,,,,,,,1
colorido,colorido,n,NC_O,"coloring, coloration",,,,,also adj,,,,,,,,,1
comisaria,comisaria,n,NC_A,commissioner,1,,,,,,,,,,,,,1
comisario,comisario,nms    ,NC_O,commissioner,1,,,,,,,,,,,,,1
compañera,compañera,n,NC_A,friend,1,,,,,,,,,,,,,1
compañerita,compañerita,n,NC_A,little friend,1,,1,,,,,,,,,,,1
compañerito,compañerito,n,NC_O,little friend,1,,1,,,,,,,,,,,1
compañero,compañero,nms    ,NC_O,friend,1,,,,,,,,,,,,,1
companera,compañero,n,NC_O,friend,1,,,,,,,,,,,,,1
companero,compañero,n,NC_O,friend,1,,,,,,,,,,,,,1
comparativa,comparativa,n,NC_A,adj. comparative,,,,,,,,,,,,,,1
comparativo,comparativo,n,NC_O,comparative; adj. comparative,,,,,,,,,,,,,,1
concha,concha,nfs    ,NC_A,"seashell, sweet bread (MX), vagina",,,1,,,,,,,,,,,1
concho,concho,n,NC_O,"dregs (LA), car/motor (DR), tax (DR",,,1,,,,,,,,,,,1
concubina,concubina,nfs    ,NC_A,concubine,1,,,,,,,,,,,,,1
concubino,concubino,n,NC_O,concubine,1,,,,,,,,,,,,,1
conducta,conducta,nfs    ,NC_A,"behavior, conduct",,,1,,,,,,,,,,,1
conducto,conducto,nms    ,NC_O,"duct, pipeline",,,1,,,,,,,,,,,1
coneja,coneja,nfs    ,NC_A,rabbit,1,,,,,,,,,,,,,1
conejo,conejo,nms    ,NC_O,rabbit,1,,,,,,,,,,,,,1
conjura,conjura,nfs    ,NC_A,"conspireation, conjuring, exorcism",,,,,,,,,,,,,,1
conjuro,conjuro,nms    ,NC_O,"spell, conjuration",,,,,,,,,,,,,,1
consejera,consejero,n,NC_O,adviser,1,,,,,,,,,,,,,1
consejero,consejero,nms    ,NC_O,adviser,1,,,,,,,,,,,,,1
convenia,convenio,n,NC_O,?,,,,,,,,,,,,,,1
convenio,convenio,nms    ,NC_O,"agreement, covenant",,,,,,,,,,,,,,1
coo,coo,n,NC_O,?,,,,,,,,,,,,,,1
cora,cora,nms    ,NC_A,"region of Andalusia, Quarter (Salvador)",,,,,,,,,,,,,,1
coreógrafa,coreógrafa,nfs    ,NC_A,choreographer,1,,,,,,,,,,,,,1
coreógrafo,coreógrafo,nms    ,NC_O,coreographer,1,,,,,,,,,,,,,1
coro,coro,nms    ,NC_O,choir,,,,,,,,,,,,,,1
costurero,costurero,nms    ,NC_O,seamster,1,,,,,,,,,,,,,1
cría,cría,nfs    ,NC_A,"kid, pup, litter, childrearing",1,,,,V,,,,,,,,,1
crío,crío,nms    ,NC_O,kid,1,,,,,,,,,,,,,1
cuñada,cuñada,n,NC_A,brother in law,1,,,,,,,,,,,,,1
cuñado,cuñado,nms    ,NC_O,sister in law,1,,,,,,,,,,,,,1
cuajada,cuajada,nfs    ,NC_A,"milk curde, type of desert (SP)",,,,,V,,,,,,,,,1
cuajado,cuajado,nms    ,NC_O,?,,,,,V,,,,,,,,,1
cuchilla,cuchilla,nfs    ,NC_A,knife,,,,,,,,,,,,,,1
cuchillo,cuchillo,nms    ,NC_O,knife,,,,,,,,,,,,,,1
curandera,curandera,nfs    ,NC_A,shaman,1,,,,,,,,,,,,,1
curandero,curandero,nms    ,NC_O,shaman,1,,,,,,,,,,,,,1
currícula,currículo,n,NC_O,curriculum,,,,,,,,,,,,,,1
currículo,currículo,nms    ,NC_O,curriculum,,,,,,,,,,,,,,1
curricula,curricula,n,NC_A,curriculum,,,,,with Accent,,,,,,,,,1
curriculo,currículo,n,NC_O,curriculum,,,,,,,,,,,,,,1
día,día,nms    ,NC_A,day,,,,,,,,,,,,,,1
dío,dío,n,NC_O,?,,,,,,,,,,,,,,1
dana,dana,n,NC_A,?,,,,,,,,,,,,,,1
dano,dano,n,NC_O,?,,,,,,,,,,,,,,1
dea,dea,nfs    ,NC_A,goddess,1,,,,,,,,,,,,,1
decana,decana,n,NC_A,senior person,1,,,,,,,,,,,,,1
decano,decano,nms    ,NC_O,senior person,1,,,,,,,,,,,,,1
delantera,delantera,nfs    ,NC_A,(soccer) forward,1,,,,,,,,,,,,,1
delantero,delantero,nms    ,NC_O,(soccer) forward,1,,,,,,,,,,,,,1
delegada,delegada,n,NC_A,delegate,1,,,,,,,,,,,,,1
delegado,delegado,nms    ,NC_O,delegate,1,,,,,,,,,,,,,1
denuncia,denuncia,nfs    ,NC_A,report,,,,,V,,,,,,,,,1
denuncio,denuncio,nms    ,NC_O,?,,,,,V,,,,,,,,,1
deo,deo,n,NC_O,?,,,,,,,,,,,,,,1
depositaria,depositario,n,NC_O,Adj.,,,,,Adj,,,,,,,,,1
depositario,depositario,nms    ,NC_O,depository,,,,,,,,,,,,,,1
derivada,derivada,n,NC_A,V,,,,,,,,,,,,,,1
derivado,derivado,nms    ,NC_O,derivative,,,,,,,,,,,,,,1
descarga,descarga,nfs    ,NC_A,"unloading, discharge, electrick shock, download",,,,,V,,,,,,,,,1
descargo,descargo,nms    ,NC_O,"unloading, rebuttal",,,,,V,,,,,,,,,1
descubierta,descubierta,nfs    ,NC_A,military patrolling,,,,,Adj/V,,,,,,,,,1
descubierto,descubierto,nms    ,NC_O,Adj/V,,,,,,,,,,,,,,1
desecha,desecho,n,NC_O,?,,,,,V,,,,,,,,,1
desecho,desecho,nms    ,NC_O,waste/trash,,,,,V,,,,,,,,,1
devia,devia,n,NC_A,?,,,,,,,,,,,,,,1
devio,devio,n,NC_O,?,,,,,,,,,,,,,,1
devota,devota,nfs    ,NC_A,pious person,1,,,,,,,,,,,,,1
devoto,devoto,nms    ,NC_O,pious person,1,,,,,,,,,,,,,1
devuelta,devuelto,n,NC_O,V,,,,,,,,,,,,,,1
devuelto,devuelto,n,NC_O,V,,,,,,,,,,,,,,1
dia,día,n,NC_A,day,,,,,,,,,,,,,,1
dietaria,dietario,n,NC_O,Adj,,,,,,,,,,,,,,1
dietario,dietario,nms    ,NC_O,"diary, planner",,,,,Adj,,,,,,,,,1
dio,dio,n,NC_O,V,,,,,,,,,,,,,,1
diputada,diputada,n,NC_A,deputy,1,,,,,,,,,,,,,1
diputado,diputado,n,NC_O,deputy,1,,,,,,,,,,,,,1
directiva,directiva,nfs    ,NC_A,director,1,,,,,,,,,,,,,1
directivo,directivo,nms    ,NC_O,director,1,,,,,,,,,,,,,1
discípula,discípulo,n,NC_O,disciple,1,,,,,,,,,,,,,1
discípulo,discípulo,nms    ,NC_O,disciple,1,,,,,,,,,,,,,1
draga,draga,nfs    ,NC_A,V,,,,,,,,,,,,,,1
drago,drago,nms    ,NC_O,dragon tree,,,,,,,,,,,,,,1
dramaturga,dramaturga,nfs    ,NC_A,playwright,1,,,,,,,,,,,,,1
dramaturgo,dramaturgo,nms    ,NC_O,playwright,1,,,,,,,,,,,,,1
dueña,dueña,nfs    ,NC_A,"owner, master",1,,,,,,,,,,,,,1
dueño,dueño,n,NC_O,"owner, master",1,,,,,,,,,,,,,1
duena,dueño,n,NC_O,"owner, master",1,,,,,,,,,,,,,1
dueno,dueño,n,NC_O,"owner, master",1,,,,,,,,,,,,,1
echada,echada,nfs    ,NC_A,V,,,,,,,,,,,,,,1
echado,echado,nms    ,NC_O,V,,,,,,,,,,,,,,1
egresada,egresado,n,NC_O,alumnus,1,,,,,,,,,,,,,1
egresado,egresado,n,NC_O,alumnus,1,,,,,,,,,,,,,1
ejecutiva,ejecutiva,nfs    ,NC_A,executive,1,,,,,,,,,,,,,1
ejecutivo,ejecutivo,nms    ,NC_O,executive,1,,,,,,,,,,,,,1
elástica,elástica,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
elástico,elástico,nms    ,NC_O,Adj,,,,,,,,,,,,,,1
ela,ela,n,NC_A,?,,,,,,,,,,,,,,1
elo,elo,n,NC_O,?,,,,,,,,,,,,,,1
emplea,empleo,n,NC_O,V,,,,,,,,,,,,,,1
empleo,empleo,n,NC_O,"job, employment",,,,,,,,,,,,,,1
empresaria,empresaria,n,NC_A,businesswoman,1,,,,,,,,,,,,,1
empresario,empresario,nms    ,NC_O,businessman,1,,,,,,,,,,,,,1
enamorada,enamorada,n,NC_A,lover,1,,,,,,,,,,,,,1
enamorado,enamorado,n,NC_O,lover,1,,,,,,,,,,,,,1
encargada,encargada,n,NC_A,person in charge,1,,,,,,,,,,,,,1
encargado,encargado,nms    ,NC_O,person in charge,1,,,,,,,,,,,,,1
encina,encina,nfs    ,NC_A,oak,,,,,,,,,,,,,,1
encino,encino,nms    ,NC_O,oak,,,,,,,,,,,,,,1
enemiga,enemiga,nfs    ,NC_A,enemy,1,,,,,,,,,,,,,1
enemigo,enemigo,nms    ,NC_O,enemy,1,,,,,,,,,,,,,1
enfermera,enfermera,n,NC_A,nurse,1,,,,,,,,,,,,,1
enfermero,enfermero,nms    ,NC_O,nurse,1,,,,,,,,,,,,,1
entendia,entendia,n,NC_A,?,,,,,,,,,,,,,,1
entendio,entendio,n,NC_O,?,,,,,,,,,,,,,,1
enterita,enterito,n,NC_O,Adj,,,,,,,,,,,,,,1
enterito,enterito,n,NC_O,Adj,,,,,,,,,,,,,,1
esbirra,esbirra,n,NC_A,minion,1,,,,,,,,,,,,,1
esbirro,esbirro,nms    ,NC_O,henchmen,1,,,,,,,,,,,,,1
escalada,escalada,nfs    ,NC_A,"increase, rise, climb",,,,,V,,,,,,,,,1
escalado,escalado,nms    ,NC_O,V,,,,,V,,,,,,,,,1
escanda,escanda,nfs    ,NC_A,V,,,,,,,,,,,,,,1
escando,escando,n,NC_O,Type of rhy bread,,,,,,,,,,,,,,1
escaneala,escaneala,n,NC_A,?,,,,,,,,,,,,,,1
escanealo,escanealo,n,NC_O,?,,,,,,,,,,,,,,1
esclava,esclava,nfs    ,NC_A,slave,1,,,,,,,,,,,,,1
esclavo,esclavo,nms    ,NC_O,slave,1,,,,,,,,,,,,,1
escritoria,escritoria,n,NC_A,?,,,,,,,,,,,,,,1
escritorio,escritorio,nms    ,NC_O,writing desk; study,,,,,,,,,,,,,,1
escucha,escucha,nms    ,NC_A,"listening, monitoring, tapping, scout",,,,,V,,,,,,,,,1
escucho,escucho,nms    ,NC_O,V,,,,,,,,,,,,,,1
esposa,esposa,nfs    ,NC_A,spouse,1,,,,,,,,,,,,,1
esposo,esposo,n,NC_O,spouse,1,,,,,,,,,,,,,1
esta,esta,n,NC_A,?,,,,,,,,,,,,,,1
estadía,estadía,nfs    ,NC_A,"stay, sojourn, demurrage",,,,,,,,,,,,,,1
estadío,estadío,n,NC_O,?,,,,,,,,,,,,,,1
estadística,estadística,nfs    ,NC_A,statistics; statistician,1,,,,Adj,,,,,,,,,1
estadístico,estadístico,nms    ,NC_O,statistician,1,,,,,,,,,,,,,1
esto,esto,n,NC_O,?,,,,,,,,,,,,,,1
estra,estra,n,NC_A,?,,,,,,,,,,,,,,1
estro,estro,nms    ,NC_O,"gadfly, inspiration",,,,,,,,,,,,,,1
eurodiputada,eurodiputada,nfs    ,NC_A,member of EU parliament,1,,,,,,,,,,,,,1
eurodiputado,eurodiputado,nms    ,NC_O,member of EU parliament,1,,,,,,,,,,,,,1
eva,eva,np,NC_A,?,,,,,,,,,,,,,,1
evo,evo,nms    ,NC_O,eternity,,,,,,,,,,,,,,1
ex-novia,ex-novia,n,NC_A,ex-gf,1,,,,,,,,,,,,,1
ex-novio,ex-novio,n,NC_O,ex-bf,1,,,,,,,,,,,,,1
exempleada,exempleada,n,NC_A,former employee,1,,,,,,,,,,,,,1
exempleado,exempleado,n,NC_O,former employee,1,,,,,,,,,,,,,1
exesposa,exesposa,n,NC_A,ex-wife,1,,,,,,,,,,,,,1
exesposo,exesposo,n,NC_O,ex-husband,1,,,,,,,,,,,,,1
exita,éxito,n,NC_O,?,,,,,,,,,,,,,,1
exito,éxito,n,NC_O,success,,,,,,,,,,,,,,1
exministra,exministra,n,NC_A,ex-minister,1,,,,,,,,,,,,,1
exministro,exministro,n,NC_O,ex-minister,1,,,,,,,,,,,,,1
experta,experta,n,NC_A,expert,1,,,,,,,,,,,,,1
experticia,experticia,nfs    ,NC_A,expertise (VZ),,,,,,,,,,,,,,1
experticio,experticio,n,NC_O,?,,,,,,,,,,,,,,1
experto,experto,nms    ,NC_O,expert,1,,,,,,,,,,,,,1
exsecretaria,exsecretaria,n,NC_A,ex-secretary,1,,,,,,,,,,,,,1
exsecretario,exsecretario,n,NC_O,ex-secretary,1,,,,,,,,,,,,,1
extranjera,extranjero,n,NC_O,Foreigner,1,,,,,,,,,,,,,1
extranjero,extranjero,nms    ,NC_O,Foreigner,1,,,,,,,,,,,,,1
física,física,nfs    ,NC_A,physicist,1,,,,,,,,,,,,,1
físico,físico,nms    ,NC_O,physicist,1,,,,,,,,,,,,,1
fanatica,fanática,n,NC_A,fanatic,1,,,,,,,,,,,,,1
fanatico,fanático,n,NC_O,fanatic,1,,,,,,,,,,,,,1
fasta,fasto,n,NC_O,Adj,,,,,,,,,,,,,,1
fastidia,fastidio,n,NC_O,V,,,,,,,,,,,,,,1
fastidio,fastidio,nms    ,NC_O,annoyance,,,,,,,,,,,,,,1
fasto,fasto,nms    ,NC_O,pageantry,,,,,,,,,,,,,,1
favorita,favorita,n,NC_A,favorite,,,,,,,,,,,,,,1
favorito,favorito,nms    ,NC_O,favorite,,,,,,,,,,,,,,1
fernanda,fernanda,n,NC_A,?,,,,,,,,,,,,,,1
fernando,fernando,n,NC_O,?,,,,,,,,,,,,,,1
filósofa,filósofo,n,NC_O,Philosopher,1,,,,,,,,,,,,,1
filósofo,filósofo,nms    ,NC_O,Philosopher,1,,,,,,,,,,,,,1
fisica,física,n,NC_A,physicist,1,,,,,,,,,,,,,1
fisico,físico,n,NC_O,physicist,1,,,,,,,,,,,,,1
fora,fora,n,NC_A,?,,,,,,,,,,,,,,1
foro,foro,nms    ,NC_O,forum,,,,,,,,,,,,,,1
fregada,fregada,nfs    ,NC_A,Adj,,,,,,,,,,,,,,1
fregado,fregado,nms    ,NC_O,"mop, trouble, argument",,,,,,,,,,,,,,1
fria,fria,n,NC_A,?,,,,,,,,,,,,,,1
frio,frio,n,NC_O,?,,,,,,,,,,,,,,1
frisa,frisa,nfs    ,NC_A,"frieze, (PR) blanket",,,,,V,,,,,,,,,1
friso,friso,nms    ,NC_O,"frieze, (PR) blanket",,,,,V,,,,,,,,,1
fulana,fulana,nfs    ,NC_A,so-and-so,1,,,,,,,,,,,,,1
fulano,fulano,nms    ,NC_O,so-and-so,1,,,,,,,,,,,,,1
fumada,fumada,nfs    ,NC_A,puff (of cigarette),,,,,V/Adj,,,,,,,,,1
fumado,fumado,nms    ,NC_O,Adj/V,,,,,,,,,,,,,,1
funcionaria,funcionaria,n,NC_A,public official,1,,,,,,,,,,,,,1
funcionario,funcionario,nms    ,NC_O,public official,1,,,,,,,,,,,,,1
güena,güena,n,NC_A,person with sex appeal,1,,,,,,,,,,,,,1
güeno,güeno,n,NC_O,person with sex appeal,1,,,,,,,,,,,,,1
ga,ga,n,NC_A,,,,,,,,,,,,,,,1
galena,galena,nfs    ,NC_A,doctor,1,,,,,,,,,,,,,1
galeno,galeno,n,NC_O,doctor,1,,,,,,,,,,,,,1
galilea,galilea,nfs    ,NC_A,?,,,,,,,,,,,,,,1
galileo,galileo,nms    ,NC_O,?,,,,,,,,,,,,,,1
galla,gallo,n,NC_O,broad,1,,,,,,,,,,,,,1
galleguita,galleguita,n,NC_A,little galician,1,,,,,,,,,,,,,1
galleguito,galleguito,n,NC_O,little galician,1,,,,,,,,,,,,,1
gallo,gallo,nms    ,NC_O,rooster,1,,,,,,,,,,,,,1
gambita,gambita,n,NC_A,?,,,,,,,,,,,,,,1
gambito,gambito,nms    ,NC_O,gambit,,,,,,,,,,,,,,1
gameta,gameta,n,NC_A,?,,,,,,,,,,,,,,1
gameto,gameto,nms    ,NC_O,gamete,,,,,,,,,,,,,,1
gata,gata,nfs    ,NC_A,she-cat,1,,,,,,,,,,,,,1
gatita,gatito,n,NC_O,small cat,1,,,,,,,,,,,,,1
gatito,gatito,n,NC_O,small cat,1,,,,,,,,,,,,,1
gato,gato,nms    ,NC_O,cat,1,,,,,,,,,,,,,1
genia,genia,n,NC_A,?,,,,,,,,,,,,,,1
genio,genio,nms    ,NC_O,genius,1,,,,,,,,,,,,,1
ginecóloga,ginecólogo,nfs    ,NC_O,gynecologist,1,,,,,,,,,,,,,1
ginecólogo,ginecólogo,nms    ,NC_O,gynecologist,1,,,,,,,,,,,,,1
ginecologa,ginecóloga,n,NC_A,gynecologist,1,,,,,,,,,,,,,1
ginecologo,ginecólogo,n,NC_O,gynecologist,1,,,,,,,,,,,,,1
gitana,gitana,n,NC_A,gypsy,1,,,,,,,,,,,,,1
gitanilla,gitanilla,nfs    ,NC_A,little gypsy,1,,,,,,,,,,,,,1
gitanillo,gitanillo,n,NC_O,little gypsy,1,,,,,,,,,,,,,1
gitano,gitano,nms    ,NC_O,gypsy,1,,,,,,,,,,,,,1
go,go,n,NC_O,go game,,,,,,,,,,,,,,1
gorda,gorda,nfs    ,NC_A,fat woman,1,,,,,,,,,,,,,1
gordo,gordo,nms    ,NC_O,fat man,1,,,,,,,,,,,,,1
gorra,gorra,nfs    ,NC_A,"cap, ",,,,,,,,,,,,,,1
gorrita,gorrita,n,NC_A,beanie,,,,,,,,,,,,,,1
gorrito,gorrito,n,NC_O,"baby bonnet, (LA) condom",,,,,,,,,,,,,,1
gorro,gorro,nms    ,NC_O,"cap, hat",,,,,,,,,,,,,,1
gráfica,gráfica,nfs    ,NC_A,"graph, graphic",,,,,,,,,,,,,,1
gráfico,gráfico,nms    ,NC_O,"graph, chart",,,,,Adj,,,,,,,,,1
